assembly	seeds	size
GCA_023249255.1	63732	3352487
GCA_910583885.1	63732	3315673
GCF_016901735.1	63730	3173161
GCA_017854535.1	63729	3531078
GCF_022869825.1	63727	2688791
GCA_017620015.1	63726	3487893
GCA_016191345.1	63723	2773382
GCA_018648685.1	63722	3561898
GCF_000368585.1	63720	3458264
GCA_009786535.1	63719	3420386
GCF_021531655.1	63718	3503689
GCF_900289145.1	63717	3233519
GCA_001683905.1	63716	3599540
GCA_019750455.1	63712	3062562
GCA_002425685.1	63710	3184568
GCA_016650215.1	63709	3189131
GCA_007127575.1	63707	3185128
GCA_024346875.1	63707	3518157
GCA_018436785.1	63706	3329272
GCA_015492755.1	63704	2964457
GCA_021779135.1	63703	3434853
GCA_016124805.1	63702	3211644
GCF_003217215.1	63700	3378934
GCA_002693325.1	63697	3573524
GCA_902800435.1	63697	3390779
GCF_000835165.1	63693	2729219
GCF_004804355.1	63693	3416837
GCA_012798535.1	63690	3505630
GCF_004801255.1	63690	3251440
GCA_015662865.1	63687	3526131
GCA_016871855.1	63686	2986908
GCF_003574355.1	63682	3271032
GCA_003553185.1	63681	3193375
GCA_024691125.1	63680	3520771
GCF_003751385.1	63680	3423351
GCA_022774705.1	63679	3450754
GCF_018599245.1	63678	3343139
GCA_016875155.1	63677	3559718
GCA_905479515.1	63676	3435894
GCA_003194495.1	63674	3571848
GCA_017482485.1	63674	3475556
GCA_016789345.1	63672	3443583
GCF_002140715.1	63672	3492328
GCA_003550275.1	63670	3414176
GCA_007694915.1	63668	2722604
GCA_001795245.1	63666	2887142
GCA_003157595.1	63665	2947547
GCA_944380025.1	63665	3338433
GCA_002783145.1	63661	3095221
GCA_013298455.1	63661	3418170
GCA_910589265.1	63661	3319651
GCA_023432855.1	63660	2892237
GCA_014377455.1	63658	3285859
GCA_000786105.1	63657	3539424
GCA_003222205.1	63655	2965843
GCA_003142015.1	63653	3421685
GCA_017643965.1	63652	3339078
GCA_021107195.1	63652	3558609
GCA_945870915.1	63652	2730603
GCA_015767405.1	63649	3353832
GCA_003021655.1	63646	2736007
GCA_011523505.1	63646	3118559
GCA_910584065.1	63646	3518284
GCA_021324685.1	63645	3470271
GCA_913048125.1	63639	3625922
GCF_900142535.1	63638	3530042
GCF_000373765.1	63635	3512682
GCA_023700745.1	63634	3210086
GCF_904846185.1	63633	3473556
GCA_014305025.1	63632	3222305
GCA_004299485.1	63629	3303212
GCA_020430445.1	63629	3318920
GCA_019058295.1	63628	3200869
GCF_900163745.1	63626	3527725
GCF_011008905.1	63623	3131005
GCA_012510865.1	63620	2671254
GCA_016715625.1	63619	3486201
GCA_913031285.1	63616	3574737
GCA_024635655.1	63612	3461764
GCA_016936395.1	63611	3068624
GCA_017991835.1	63611	3483037
GCF_002927045.1	63611	3288408
GCF_004959765.1	63611	3328752
GCA_023423235.1	63609	2747620
GCA_003220985.1	63608	3234803
GCA_013694595.1	63608	3377387
GCA_019359635.1	63608	3443979
GCA_020201045.1	63608	3595220
GCF_900167095.1	63605	3512709
GCF_001687585.2	63604	3424893
GCA_000169115.1	63603	3576081
GCA_023443765.1	63603	3326659
GCF_023502145.1	63602	3292435
GCF_023501975.1	63601	3088045
GCA_024103005.1	63600	3462616
GCA_900315575.1	63600	3159192
GCF_015354055.1	63599	2747682
GCA_003485885.1	63597	3435475
GCA_015488325.1	63596	2892831
GCA_016211085.1	63594	3536310
GCA_016779585.1	63594	3493211
GCF_007954425.1	63593	3118872
GCA_017936785.1	63592	3413772
GCA_013791705.1	63591	3092282
GCF_003852715.1	63590	3490928
GCA_017509565.1	63588	3197410
GCA_945902075.1	63588	3307407
GCA_014654725.1	63587	2960550
GCF_009017255.1	63586	3291524
GCA_016199125.1	63585	2984672
GCA_023384025.1	63585	3086655
GCF_003611465.1	63585	3464918
GCA_020851465.1	63584	3407206
GCF_900113325.1	63584	3538879
GCA_025055495.1	63582	3281829
GCA_900317055.1	63581	3525557
GCA_018623515.1	63579	3292754
GCF_003668555.1	63579	3254790
GCA_016871335.1	63577	3113930
GCA_910585655.1	63577	3494057
GCA_016763795.1	63574	3240261
GCA_016202975.1	63573	3467734
GCA_020441995.1	63573	3188885
GCF_900115185.1	63573	3314721
GCA_934754925.1	63572	2998118
GCA_016719135.1	63567	3098272
GCA_018713105.1	63567	3465015
GCF_013166575.1	63567	3532990
GCA_001938995.1	63566	3506516
GCA_004295245.1	63566	3371011
GCF_900115045.1	63566	3508271
GCA_002841335.1	63561	2924197
GCF_000469345.1	63561	3447136
GCF_000763945.1	63561	3118428
GCA_903821975.1	63560	3571191
GCF_000941055.1	63560	3303986
GCF_001752395.1	63559	3441881
GCA_023388255.1	63558	2975480
GCF_004126535.1	63557	3007896
GCA_001577345.1	63556	3434294
GCA_002319795.1	63556	3508512
GCA_023409675.1	63553	3547694
GCA_021826655.1	63551	2852414
GCF_900215295.1	63551	3482289
GCA_021107455.1	63550	3509111
GCA_024710905.1	63550	3426958
GCA_001689495.1	63549	3310806
GCA_023386555.1	63549	3350721
GCA_007125475.1	63548	2741947
GCA_013202895.1	63548	3589672
GCA_945902755.1	63548	3519299
GCF_000170915.1	63548	3390271
GCF_014641195.1	63546	3523418
GCA_910585285.1	63545	3517002
GCF_021608225.1	63545	3496200
GCF_019443405.1	63544	2915592
GCA_022827945.1	63541	2848629
GCA_019307745.1	63539	3556519
GCF_000511955.1	63539	3216692
GCF_016786255.1	63539	3528998
GCA_002388885.1	63536	3400542
GCA_013042055.1	63536	3547442
GCA_021838785.1	63536	3418989
GCA_023910625.1	63535	3168237
GCA_934541015.1	63534	2650914
GCA_017848115.1	63532	3343622
GCF_003704105.1	63531	2976278
GCF_004803695.1	63531	3430462
GCA_007122455.1	63530	2933305
GCA_016213945.1	63530	3499953
GCA_910588245.1	63527	3499121
GCA_000621425.1	63526	3476318
GCA_017509155.1	63526	3437330
GCF_004570975.1	63526	3494878
GCF_003333315.1	63525	3251406
GCA_002321895.1	63524	3542931
GCA_016794125.1	63524	3158474
GCA_945888375.1	63523	3220934
GCA_021842405.1	63519	3510618
GCA_900314655.1	63519	3495566
GCA_023433945.1	63518	3376144
GCF_002870965.1	63516	3275964
GCF_900167905.1	63516	3329778
GCF_900114715.1	63514	3516738
GCA_014804795.1	63513	3451377
GCA_903851035.1	63513	3263078
GCF_004363005.1	63513	3266771
GCF_008630635.1	63513	3561992
GCA_017936245.1	63511	3541139
GCA_017536885.1	63510	3408875
GCA_003150235.1	63509	3481892
GCA_021803785.1	63509	3213269
GCA_905480395.1	63508	3266344
GCA_904419875.1	63507	3212454
GCA_910588625.1	63506	3374804
GCF_013407935.1	63506	3525743
GCA_018266435.1	63503	3484576
GCF_014205685.1	63503	3394372
GCF_018916875.1	63503	3400347
GCA_016720635.1	63502	3430540
GCF_000262755.1	63502	3426513
GCA_022360435.1	63500	3534977
GCA_024636475.1	63500	3409250
GCF_001295975.1	63500	2966829
GCA_004564215.1	63499	3326434
GCF_009735585.1	63498	3486489
GCA_018335675.1	63497	3357965
GCF_020166345.1	63497	3294130
GCF_014982855.1	63496	3182492
GCA_002415785.1	63494	3399404
GCA_002083475.1	63491	2859659
GCA_910586765.1	63490	3044318
GCA_945903545.1	63490	3083619
GCF_000377905.1	63490	3037788
GCF_002003465.1	63488	3356119
GCF_004320535.1	63484	3472078
GCF_000766145.1	63482	3515436
GCA_021813725.1	63479	3006747
GCF_900169525.1	63479	3030206
GCA_009838735.1	63478	3149415
GCF_000212355.1	63477	3389993
GCA_025062235.1	63474	3211205
GCA_003542935.1	63473	3585598
GCA_021204165.1	63470	3486408
GCF_022811665.1	63468	3238712
GCA_003556835.1	63467	3373286
GCA_017881685.1	63467	3371224
GCA_018895675.1	63464	3580200
GCF_000152865.1	63464	3266173
GCF_003634345.1	63464	3411820
GCA_013695685.1	63463	2979712
GCA_025152575.1	63462	3244954
GCA_001724315.1	63460	2716492
GCA_002336105.1	63459	3546029
GCA_020638635.1	63459	3034132
GCA_903865015.1	63459	3578611
GCA_023512375.1	63458	2683301
GCA_016650415.1	63457	3063743
GCA_020628855.1	63457	3426777
GCF_009208075.1	63457	2958551
GCA_002172625.1	63456	3450436
GCA_016201215.1	63455	3294321
GCA_021802585.1	63455	2649650
GCA_913055785.1	63455	3260722
GCF_007993795.1	63455	3409178
GCA_000621985.1	63453	3418360
GCF_019331675.1	63453	2983671
GCA_002337055.1	63452	3244943
GCA_022448105.1	63451	3523710
GCF_002251245.1	63450	3507759
GCF_014208035.1	63448	2647349
GCA_017882325.1	63447	3019408
GCF_004214795.1	63442	2657991
GCA_017527065.1	63441	3071170
GCA_018676275.1	63440	3598946
GCF_001940165.1	63440	3390987
GCA_944324615.1	63438	3121084
GCF_014200395.1	63437	2548915
GCA_002320285.1	63436	3464119
GCA_022775105.1	63436	3528362
GCA_017303975.1	63432	3425131
GCF_019042655.1	63432	3487607
GCF_003968755.1	63427	3386245
GCF_009371975.2	63426	2721366
GCF_900302485.1	63426	3331553
GCA_015234465.1	63425	2804916
GCA_002423025.1	63423	3016302
GCA_902786205.1	63423	3374801
GCA_944384125.1	63423	3438745
GCF_018279165.1	63422	2779574
GCA_016124275.1	63419	3423904
GCA_015478645.1	63418	3059203
GCA_021775455.1	63418	3512965
GCF_001981525.1	63418	3117315
GCF_902498745.1	63417	3137644
GCF_010093085.1	63415	3461886
GCA_007134775.1	63414	3055589
GCA_017882165.1	63414	3457814
GCA_023511815.1	63414	3013596
GCF_000422625.1	63414	3009872
GCF_000242595.2	63412	3285855
GCA_007693295.1	63409	3557958
GCA_013288805.1	63409	3533399
GCA_003246765.1	63408	3280452
GCA_013214425.1	63408	3417527
GCF_018127925.1	63408	3360806
GCF_904846695.1	63408	3458123
GCA_018242105.1	63406	3219461
GCA_021166775.1	63406	2897671
GCA_018819105.1	63405	3136936
GCA_021813225.1	63405	3326974
GCA_910585725.1	63405	3496270
GCF_900142545.1	63403	3493574
GCA_003194445.1	63402	3609340
GCA_004296885.1	63402	3259612
GCF_000411295.1	63402	3522309
GCF_002806995.1	63402	3348614
GCA_005801205.1	63401	3513060
GCA_024397935.1	63400	3185613
GCA_902795705.1	63397	3481104
GCA_004078665.1	63396	3514261
GCA_016702305.1	63395	3383257
GCA_913778505.1	63395	3399874
GCA_017882765.1	63394	2991513
GCA_902790465.1	63392	3045195
GCA_910578865.1	63391	3507686
GCA_020630495.1	63390	3533906
GCA_910587495.1	63390	3503258
GCF_003697345.1	63390	2929486
GCA_002813895.1	63389	3296945
GCF_016900355.1	63389	3528114
GCA_001769295.1	63388	3521784
GCF_900103475.1	63388	3117768
GCA_016234115.1	63387	3497840
GCA_910586275.1	63384	3458941
GCF_000378085.1	63382	3508589
GCA_903873945.1	63381	3484652
GCF_001517625.2	63381	3412755
GCA_934661375.1	63375	3262932
GCA_003481745.1	63374	3362050
GCA_017470605.1	63374	3372557
GCA_002695115.1	63372	3240099
GCA_016462945.1	63372	3170832
GCA_017428085.1	63372	3255669
GCA_902782145.1	63372	3176591
GCA_910577925.1	63370	3411202
GCA_902801375.1	63368	3481156
GCA_013003395.1	63367	3243957
GCF_900110345.1	63367	3468523
GCA_017304125.1	63366	2933246
GCA_020401865.1	63366	2921734
GCF_000479045.1	63366	3068248
GCA_945870175.1	63365	3162963
GCA_016784025.1	63364	3518566
GCA_021371935.1	63364	3541457
GCA_024642005.1	63363	3435692
GCA_014239365.1	63361	3315029
GCA_024279255.1	63360	3534386
GCA_910578335.1	63360	3428869
GCA_009886055.1	63359	3504600
GCA_022843485.1	63359	2958556
GCF_019173455.1	63359	2930097
GCF_009755885.1	63358	3041060
GCA_910578345.1	63357	3504146
GCF_009827295.1	63357	3031738
GCF_904846415.1	63357	3514701
GCA_017640685.1	63355	3498385
GCF_900107485.1	63354	3161504
GCA_002367285.1	63353	3214738
GCA_014896295.1	63353	2886589
GCA_017456495.1	63353	3431800
GCA_021797415.1	63353	3346152
GCA_020718945.1	63352	2944575
GCA_945886995.1	63352	3165005
GCF_022559625.1	63352	3135432
GCF_900167555.1	63352	3241569
GCA_002377945.1	63351	3491810
GCA_903871545.1	63351	3556986
GCA_020847445.1	63350	3151445
GCA_021325195.1	63350	2920158
GCA_002404015.1	63348	2935396
GCA_021813425.1	63347	3510230
GCA_022837185.1	63347	3320524
GCF_003384035.1	63346	3520916
GCA_021788175.1	63344	2814652
GCA_002746275.1	63341	3450951
GCA_016763955.1	63341	3584383
GCA_024643645.1	63341	3403371
GCA_018262795.1	63338	3480339
GCF_016584055.1	63338	2394163
GCA_013214065.1	63336	3475143
GCA_900318915.1	63335	3378486
GCA_003151735.1	63334	3506105
GCA_002747255.1	63331	3496648
GCA_016212085.1	63331	2704227
GCA_024280295.1	63331	3464170
GCA_903905475.1	63330	2859313
GCA_913062925.1	63330	3147326
GCF_014837055.1	63330	3486467
GCF_900196725.1	63330	3524740
GCF_002927635.1	63327	2997984
GCA_019752535.1	63326	3492333
GCF_016584115.1	63326	2796053
GCF_019203185.1	63324	2756133
GCA_019636155.1	63322	2791872
GCF_002804065.1	63322	3352175
GCA_021786195.1	63321	2732078
GCA_003244045.1	63320	2961190
GCA_000954095.1	63317	3145901
GCA_018240565.1	63317	2992564
GCA_900765575.1	63317	3495834
GCA_002067315.1	63313	3243770
GCA_023957385.1	63313	3302309
GCA_017643475.1	63312	3256385
GCF_000470775.1	63310	2686418
GCA_020056225.1	63303	3499320
GCA_022450045.1	63303	3495053
GCA_012719255.1	63300	2484994
GCA_001896555.1	63299	3314423
GCA_007118095.1	63298	3226155
GCA_913019975.1	63298	3493010
GCA_016789025.1	63297	3414213
GCA_021107915.1	63297	3267155
GCA_003497545.1	63295	2680961
GCA_009937615.1	63295	3364165
GCA_017649565.1	63294	3452024
GCF_022458745.1	63294	3516488
GCF_009662475.1	63293	3415726
GCA_017883135.1	63292	2959467
GCA_017883285.1	63288	3085923
GCA_004298665.1	63287	3163579
GCA_016715645.1	63284	3361611
GCA_020060085.1	63284	3362655
GCA_024276275.1	63284	3387544
GCA_902778325.1	63284	3354252
GCF_001723355.1	63284	3216104
GCF_000591055.1	63283	2912573
GCF_900100545.1	63283	3398468
GCA_013139635.1	63280	3421644
GCA_945865695.1	63280	3342284
GCA_022800665.1	63279	3325990
GCA_017962315.1	63277	3261983
GCA_903888395.1	63277	3283236
GCA_016936975.1	63276	3481259
GCA_003537495.1	63275	3565455
GCF_003860525.1	63275	3276391
GCF_900112605.1	63275	2687697
GCA_021774785.1	63274	3503381
GCF_006016075.1	63274	2984770
GCF_009936035.1	63274	3357762
GCA_022072165.1	63273	3260764
GCA_020860125.1	63272	3397187
GCF_900143205.1	63271	3394947
GCA_903856805.1	63269	3006364
GCA_001469005.2	63268	3494361
GCA_018334165.1	63268	3092125
GCF_003071365.1	63268	3209973
GCA_003561515.1	63266	3571832
GCA_013696395.1	63265	3430333
GCF_008831155.1	63264	3238579
GCF_001552275.1	63263	3447472
GCF_900240245.1	63263	3329949
GCF_900111865.1	63261	3448881
GCA_018262775.1	63260	3092942
GCF_024398015.1	63260	3501651
GCA_002409145.1	63255	3539284
GCA_905480475.1	63255	3537540
GCF_003576345.1	63255	3327924
GCF_900456775.1	63255	2549638
GCA_004298465.1	63253	3035401
GCA_020639095.1	63253	3198580
GCF_000376805.1	63253	3277765
GCF_001594005.1	63253	3060113
GCA_015494485.1	63249	3496050
GCF_017094525.1	63248	2893909
GCA_024635765.1	63247	3390713
GCA_015233245.1	63246	3469571
GCA_002480735.1	63244	3556505
GCF_014397115.1	63243	3128613
GCA_003577275.1	63242	3248505
GCA_012514415.1	63242	3283414
GCF_904846155.1	63242	3465773
GCA_903906615.1	63241	3540870
GCA_012719335.1	63240	2832586
GCA_013813075.1	63240	3359267
GCA_022866645.1	63236	3483621
GCA_005882045.1	63234	3209928
GCA_017882305.1	63234	3446863
GCA_021173225.1	63232	3099537
GCA_913053665.1	63232	3506156
GCF_015244745.1	63232	3291690
GCA_002280485.1	63230	2839063
GCA_903970615.1	63227	3173930
GCF_014206945.1	63226	3393295
GCA_009837355.1	63225	3250911
GCA_002296975.1	63224	3490701
GCA_011775625.1	63224	3084059
GCF_024345835.1	63224	2936087
GCF_000586315.1	63221	3469357
GCA_020441345.1	63220	3129042
GCA_020639135.1	63220	2742434
GCF_009295635.1	63219	2985996
GCF_009372255.1	63216	3421735
GCA_003233075.1	63214	3545694
GCF_002855555.1	63212	2982565
GCA_021846125.1	63211	2829282
GCA_003646045.1	63210	3195663
GCA_000415965.1	63208	3475501
GCA_012965625.1	63207	3447009
GCA_016179165.1	63205	3020075
GCA_016720345.1	63204	2659794
GCA_022402485.1	63203	3076580
GCA_021810525.1	63202	3572381
GCA_913058345.1	63201	3533090
GCA_945861075.1	63201	3300120
GCA_017510065.1	63199	3467835
GCA_023392115.1	63198	3190301
GCF_004138215.1	63198	3059311
GCA_021774955.1	63197	3567203
GCA_020047935.1	63194	3315494
GCA_024641825.1	63193	3501818
GCA_013360185.1	63191	3536340
GCA_016916535.1	63188	3468890
GCF_002847825.1	63187	2485236
GCA_018402175.1	63184	3009573
GCA_902798615.1	63184	3455388
GCF_004015795.1	63184	2982257
GCA_016787995.1	63183	3297107
GCF_900115435.1	63183	3511834
GCA_021799355.1	63182	2894386
GCA_017303565.1	63180	2925685
GCA_021795465.1	63180	3583830
GCA_023381895.1	63179	3376222
GCA_903910555.1	63179	3204353
GCF_000474235.1	63178	2628974
GCF_001723305.1	63178	3100099
GCA_002127285.1	63176	3412171
GCA_023266195.1	63176	3122684
GCF_902753875.1	63176	3463095
GCA_023663085.1	63174	3436369
GCA_020846885.1	63172	3474071
GCA_903890485.1	63172	3115674
GCA_017429265.1	63169	3024475
GCF_017874235.1	63169	2752321
GCA_021775415.1	63168	3458334
GCF_014595885.1	63166	2495112
GCF_004761975.1	63165	3450322
GCA_018817865.1	63160	3426641
GCF_014635705.1	63160	3326008
GCA_019873655.1	63157	3035807
GCF_014279995.1	63157	3314220
GCA_017523615.1	63155	3308400
GCA_016188625.1	63152	2604643
GCA_023441845.1	63152	3494254
GCA_023664265.1	63152	3409689
GCF_017744255.1	63151	2922979
GCA_902776455.1	63149	3394765
GCA_019510335.1	63148	3027792
GCA_025128135.1	63147	2861124
GCF_017161405.1	63146	2941848
GCF_018408705.1	63146	3407680
GCA_016190985.1	63145	2954974
GCA_002683215.1	63144	2877350
GCF_020687785.1	63144	3208336
GCA_002310115.1	63143	3442234
GCA_016786805.1	63141	3498013
GCF_009711055.1	63141	3344284
GCA_001897605.1	63140	3417378
GCA_025149785.1	63140	3373066
GCA_945786855.1	63139	3523729
GCA_012026885.1	63137	2968539
GCF_003112735.1	63137	3332539
GCA_016290875.1	63136	3435473
GCA_024275415.1	63135	3525578
GCF_003568865.1	63132	3078689
GCA_020720105.1	63128	3274585
GCF_001750285.1	63127	3464277
GCF_009911695.1	63126	2775196
GCA_024278935.1	63125	3400565
GCA_905479815.1	63124	3305533
GCF_003417465.1	63124	3128799
GCA_013388635.1	63119	3418377
GCA_022844475.1	63119	3173887
GCA_009839725.1	63118	2834774
GCF_022539405.1	63118	3264732
GCA_018266555.1	63117	3402789
GCA_902727985.1	63116	3538353
GCA_018711005.1	63115	3387824
GCA_017882655.1	63114	2888152
GCF_000686665.1	63114	3143441
GCF_014897815.1	63112	3485589
GCA_014728225.1	63111	2959880
GCA_002862135.1	63110	3482049
GCA_017641085.1	63110	3489758
GCA_018607135.1	63108	3530185
GCA_013348725.1	63107	2956257
GCA_017997795.1	63107	2780940
GCA_002338505.1	63103	3436029
GCA_021798675.1	63103	2941294
GCA_017620115.1	63102	3177481
GCA_022763285.1	63102	3401287
GCF_017307055.1	63101	3090721
GCF_020667835.1	63098	3030432
GCF_014200045.1	63097	3360228
GCA_019232905.1	63096	3294951
GCA_002372325.1	63092	3386920
GCA_003648125.1	63088	3434522
GCF_900111605.1	63088	3489905
GCA_013002535.1	63086	3436327
GCF_900110145.1	63086	3496909
GCF_001458695.1	63085	3295117
GCF_002094885.1	63084	2916130
GCF_018128065.1	63082	3342898
GCA_016789495.1	63081	3261884
GCA_024228275.1	63079	2970026
GCA_910589145.1	63078	3441710
GCF_001723685.1	63078	3238828
GCA_024401555.1	63077	3520802
GCA_903905685.1	63077	3521137
GCA_015493685.1	63074	3415222
GCA_016807485.1	63074	2689565
GCA_019090385.1	63071	3572507
GCA_023450535.1	63071	3439274
GCA_021820805.1	63070	3575801
GCF_000613445.1	63064	3489881
GCA_013336525.1	63063	3504294
GCF_020781975.1	63063	3018995
GCF_000621845.1	63062	3395317
GCF_001010805.1	63062	3481669
GCF_000368765.1	63061	3357744
GCA_934477985.1	63060	3381444
GCA_023249695.1	63059	2965811
GCA_016710595.1	63057	3343492
GCA_021767845.1	63054	2973653
GCA_944389615.1	63054	3283678
GCF_001940225.1	63053	3360661
GCA_021768245.1	63049	3512636
GCA_022571715.1	63049	3471371
GCF_023674425.1	63049	2906096
GCF_900108955.1	63049	3172415
GCA_002726915.1	63048	3528229
GCA_903885865.1	63047	3536068
GCA_910587735.1	63047	3054152
GCA_022565015.1	63046	3428766
GCA_902760865.1	63045	3348421
GCA_020721045.1	63044	3394625
GCA_003175865.1	63042	3566438
GCA_024637375.1	63041	2968970
GCA_019509895.1	63039	3057158
GCF_002836475.1	63039	3365212
GCF_900167605.1	63038	3131359
GCA_016200445.1	63037	3436537
GCA_017889095.1	63037	3193849
GCA_022703405.1	63037	3425448
GCA_022573915.1	63036	3517847
GCF_001545115.1	63036	3424182
GCF_001544095.1	63034	3498264
GCA_002347285.1	63033	2754909
GCA_934539295.1	63032	3048754
GCF_000418365.1	63031	2751233
GCA_945860095.1	63029	3069159
GCA_020851975.1	63028	2853822
GCF_009014635.1	63028	3341869
GCA_003157875.1	63027	3062696
GCA_903919045.1	63026	2638055
GCA_017521065.1	63025	3520818
GCA_013388555.1	63024	3521690
GCF_013820765.1	63024	3488648
GCA_024636555.1	63022	3114245
GCA_019118645.1	63021	3427086
GCA_004293905.1	63019	3289446
GCA_900753305.1	63019	3399530
GCF_903643035.1	63018	2846736
GCA_014879565.1	63017	3425919
GCF_014646575.1	63017	3065138
GCA_023453335.1	63016	2715395
GCF_001293565.1	63013	3441030
GCF_003634755.1	63012	3305187
GCA_023266095.1	63010	3325946
GCF_000702265.1	63009	3407272
GCF_014701195.1	63009	2502404
GCA_903789505.1	63008	2751702
GCA_002256765.1	63005	3397808
GCA_002869405.1	63005	3490737
GCA_016649715.1	63005	3398296
GCA_016707685.1	63005	3279882
GCA_020719105.1	63003	3513154
GCF_021532625.1	63002	3450422
GCA_018679695.1	63001	3525964
GCF_014647035.1	63000	3475761
GCF_024385605.1	62999	3467199
GCA_025062195.1	62998	3419626
GCA_910577335.1	62998	3464827
GCF_008124875.1	62998	3211939
GCF_004104015.1	62997	2930686
GCF_000152785.1	62996	3066852
GCF_021531355.1	62996	3504525
GCA_003021975.1	62995	2606427
GCA_004791645.1	62995	3539013
GCA_016285835.1	62995	3496761
GCF_003055625.1	62995	3464207
GCA_021731025.1	62994	3488337
GCA_002414505.1	62993	3256866
GCA_014378105.1	62993	3349997
GCA_021738535.1	62993	3428562
GCA_020216785.1	62990	3486360
GCA_020845735.1	62990	2737036
GCF_000763315.1	62990	3441572
GCF_020907315.1	62990	3064160
GCA_021817355.1	62989	3381711
GCF_001424585.1	62988	3353784
GCA_000508865.1	62987	3136515
GCF_003664325.1	62987	2952137
GCF_900177705.1	62987	3464091
GCA_020446625.1	62984	2923196
GCA_900543715.1	62983	3419558
GCF_019263745.1	62983	3393136
GCA_016932435.1	62982	3509226
GCF_003150835.1	62981	2828535
GCA_015056585.1	62980	3441494
GCA_017464225.1	62980	3240450
GCA_013001295.1	62978	3488918
GCA_023388965.1	62978	2991489
GCA_002409405.1	62977	3460091
GCA_019638705.1	62977	3220770
GCF_001311135.1	62977	3510481
GCF_001552415.1	62977	2686219
GCA_002352145.1	62976	3448140
GCA_003141195.1	62974	3274937
GCA_002083485.1	62973	3515605
GCA_016719575.1	62973	3477832
GCA_016763285.1	62973	3206132
GCA_021299265.1	62973	3426851
GCA_019166125.1	62972	3447753
GCA_944384065.1	62972	3371727
GCA_903929035.1	62971	3359340
GCA_002070375.1	62969	3445316
GCA_019347805.1	62969	2936912
GCA_019448215.1	62964	3218854
GCA_013373125.1	62963	3502991
GCA_016716465.1	62963	3021994
GCA_903859715.1	62963	3181295
GCA_003490145.1	62962	3374459
GCA_003514205.1	62962	3420154
GCA_905215395.1	62961	3489319
GCA_903842845.1	62958	3422741
GCA_007695365.1	62955	3520093
GCA_002011835.1	62954	2807742
GCA_021774075.1	62954	3485012
GCA_003224075.1	62953	3422297
GCA_903839795.1	62953	3559868
GCF_017581965.1	62953	3363831
GCA_024275435.1	62951	3562419
GCA_900769625.1	62949	3104477
GCA_000710935.1	62946	3085726
GCF_002723995.1	62946	3272403
GCA_013214635.1	62945	3347996
GCA_002482645.1	62943	3149331
GCA_001805055.1	62942	3319930
GCA_020718265.1	62941	3403713
GCF_023700005.1	62939	3294024
GCA_004322135.1	62938	3379963
GCF_012641515.1	62936	3113995
GCF_023016155.1	62935	3359034
GCA_020629815.1	62934	3519049
GCA_002070825.1	62933	3184894
GCF_000430885.1	62931	3471050
GCA_013042835.1	62930	3432721
GCA_017428385.1	62930	3321657
GCA_022573485.1	62930	3370835
GCA_016211105.1	62929	3497943
GCA_903919165.1	62929	3179760
GCF_006757745.1	62929	3433938
GCA_019058245.1	62928	3086466
GCF_000171615.1	62928	3381351
GCA_014379385.1	62927	3120706
GCA_023229845.1	62927	3177822
GCF_000420305.1	62927	3068208
GCF_023347235.1	62927	3227950
GCF_006459125.1	62926	3016922
GCA_012515535.1	62924	2470273
GCA_023416415.1	62924	3180766
GCA_903924075.1	62923	3442775
GCF_001436375.1	62923	3467402
GCA_002393955.1	62922	3472712
GCA_017539645.1	62922	3435893
GCA_017304675.1	62920	3329790
GCF_000296465.1	62920	3443906
GCA_001563805.1	62919	2874982
GCF_000621725.1	62919	3492520
GCA_017608295.1	62918	3527907
GCF_000691225.1	62916	3412133
GCF_006716125.1	62915	2840896
GCF_019880635.1	62915	3282034
GCA_016280855.1	62914	3431237
GCA_014237965.1	62909	3025805
GCF_004405105.1	62909	3475593
GCA_021299875.1	62908	3126905
GCA_007128755.1	62906	2756216
GCA_018701055.1	62905	3564591
GCA_023415335.1	62905	3367216
GCA_011051685.1	62903	3364187
GCF_000350105.1	62903	3243759
GCA_015485355.1	62902	3444189
GCA_902775595.1	62902	3153127
GCA_945906765.1	62902	3098516
GCF_001637325.1	62901	3395737
GCA_024763335.1	62899	3004459
GCA_020635695.1	62898	2887270
GCA_003220855.1	62897	2962657
GCF_004342625.1	62897	2707895
GCA_014763615.1	62896	3278549
GCA_003166915.1	62895	3357118
GCA_003246265.1	62894	2997214
GCF_900087055.1	62894	3405979
GCF_000368865.1	62893	3388822
GCA_004293855.1	62892	3523472
GCA_016291435.1	62890	3162816
GCA_016869435.1	62890	3155036
GCF_000687715.1	62890	3473679
GCF_008001035.1	62889	2835338
GCA_002923315.1	62887	3131958
GCF_016820555.1	62886	3459815
GCF_004362665.1	62883	3211787
GCA_013042475.1	62882	3512614
GCA_001770575.1	62881	3148057
GCF_013184985.2	62881	2701426
GCA_002413665.1	62878	3472217
GCA_900549235.1	62878	3376790
GCA_934699305.1	62878	3464697
GCA_013140875.1	62877	3494272
GCA_017520105.1	62875	3488068
GCA_020848375.1	62875	3461538
GCA_016210925.1	62874	3321904
GCA_022571825.1	62873	3128938
GCA_022794255.1	62872	3418550
GCA_024638475.1	62872	3464341
GCF_014898175.1	62870	2965103
GCA_020628375.1	62869	3303021
GCF_000012805.1	62869	3522111
GCA_910586575.1	62867	3358919
GCA_003141455.1	62866	3069137
