assembly	ident	qlen	queries	tool	hits	recall	genome_size
GCF_018885085.1	92	Query length: 1000 bp	40962	Minimap2	40811	99.6314	4095894
GCF_022869705.1	92	Query length: 1000 bp	28668	Minimap2	28668	100.0000	2866948
GCF_000005845.2	92	Query length: 1000 bp	46415	Ropebwt3	46228	99.5971	4641652
GCF_000006765.1	92	Query length: 1000 bp	62645	Ropebwt3	62408	99.6217	6264404
GCF_000006945.2	92	Query length: 1000 bp	49513	Ropebwt3	49208	99.3840	4951383
GCF_000013425.1	92	Query length: 1000 bp	28212	Ropebwt3	28100	99.6030	2821361
GCF_000195955.2	92	Query length: 1000 bp	44117	Ropebwt3	43976	99.6804	4411532
GCF_000240185.1	92	Query length: 1000 bp	56824	Ropebwt3	56333	99.1359	5682322
GCF_001457635.1	92	Query length: 1000 bp	21110	Ropebwt3	20900	99.0052	2110968
GCF_008632635.1	92	Query length: 1000 bp	39805	Ropebwt3	39502	99.2388	3980230
GCF_018885085.1	92	Query length: 1000 bp	40962	Ropebwt3	40543	98.9771	4095894
GCF_022869705.1	92	Query length: 1000 bp	28668	Ropebwt3	28516	99.4698	2866948
GCF_000005845.2	92	Query length: 2000 bp	69636	Blastn	69631	99.9928	4641652
GCF_000006765.1	92	Query length: 2000 bp	93973	Blastn	93969	99.9957	6264404
GCF_000006945.2	92	Query length: 2000 bp	74289	Blastn	74281	99.9892	4951383
GCF_000013425.1	92	Query length: 2000 bp	42326	Blastn	42325	99.9976	2821361
GCF_000195955.2	92	Query length: 2000 bp	66188	Blastn	66187	99.9985	4411532
GCF_000240185.1	92	Query length: 2000 bp	85290	Blastn	85284	99.9930	5682322
GCF_001457635.1	92	Query length: 2000 bp	31673	Blastn	31672	99.9968	2110968
GCF_008632635.1	92	Query length: 2000 bp	59718	Blastn	59710	99.9866	3980230
GCF_018885085.1	92	Query length: 2000 bp	61456	Blastn	61451	99.9919	4095894
GCF_022869705.1	92	Query length: 2000 bp	43012	Blastn	43007	99.9884	2866948
GCF_000005845.2	92	Query length: 2000 bp	69636	Blastn(ws=15)	69632	99.9943	4641652
GCF_000006765.1	92	Query length: 2000 bp	93973	Blastn(ws=15)	93969	99.9957	6264404
GCF_000006945.2	92	Query length: 2000 bp	74289	Blastn(ws=15)	74281	99.9892	4951383
GCF_000013425.1	92	Query length: 2000 bp	42326	Blastn(ws=15)	42325	99.9976	2821361
GCF_000195955.2	92	Query length: 2000 bp	66188	Blastn(ws=15)	66187	99.9985	4411532
GCF_000240185.1	92	Query length: 2000 bp	85290	Blastn(ws=15)	85285	99.9941	5682322
GCF_001457635.1	92	Query length: 2000 bp	31673	Blastn(ws=15)	31673	100.0000	2110968
GCF_008632635.1	92	Query length: 2000 bp	59718	Blastn(ws=15)	59711	99.9883	3980230
GCF_018885085.1	92	Query length: 2000 bp	61456	Blastn(ws=15)	61451	99.9919	4095894
GCF_022869705.1	92	Query length: 2000 bp	43012	Blastn(ws=15)	43007	99.9884	2866948
GCF_000005845.2	92	Query length: 2000 bp	69636	COBS	52362	75.19	4641652
GCF_000006765.1	92	Query length: 2000 bp	93973	COBS	74475	79.25	6264404
GCF_000006945.2	92	Query length: 2000 bp	74289	COBS	57683	77.65	4951383
GCF_000013425.1	92	Query length: 2000 bp	42326	COBS	32786	77.46	2821361
GCF_000195955.2	92	Query length: 2000 bp	66188	COBS	51210	77.37	4411532
GCF_000240185.1	92	Query length: 2000 bp	85290	COBS	64257	75.34	5682322
GCF_001457635.1	92	Query length: 2000 bp	31673	COBS	21997	69.45	2110968
GCF_008632635.1	92	Query length: 2000 bp	59718	COBS	46047	77.11	3980230
GCF_018885085.1	92	Query length: 2000 bp	61456	COBS	46518	75.69	4095894
GCF_022869705.1	92	Query length: 2000 bp	43012	COBS	33443	77.75	2866948
GCF_000005845.2	92	Query length: 2000 bp	69636	LexicMap	69633	99.9957	4641652
GCF_000006765.1	92	Query length: 2000 bp	93973	LexicMap	93970	99.9968	6264404
GCF_000006945.2	92	Query length: 2000 bp	74289	LexicMap	74282	99.9906	4951383
GCF_000013425.1	92	Query length: 2000 bp	42326	LexicMap	42323	99.9929	2821361
GCF_000195955.2	92	Query length: 2000 bp	66188	LexicMap	66188	100.0000	4411532
GCF_000240185.1	92	Query length: 2000 bp	85290	LexicMap	85284	99.9930	5682322
GCF_001457635.1	92	Query length: 2000 bp	31673	LexicMap	31671	99.9937	2110968
GCF_008632635.1	92	Query length: 2000 bp	59718	LexicMap	59712	99.9900	3980230
GCF_018885085.1	92	Query length: 2000 bp	61456	LexicMap	61452	99.9935	4095894
GCF_022869705.1	92	Query length: 2000 bp	43012	LexicMap	43010	99.9954	2866948
GCF_000005845.2	92	Query length: 2000 bp	69636	MMseqs2	69613	99.9670	4641652
GCF_000006765.1	92	Query length: 2000 bp	93973	MMseqs2	93937	99.9617	6264404
GCF_000006945.2	92	Query length: 2000 bp	74289	MMseqs2	74186	99.8614	4951383
GCF_000013425.1	92	Query length: 2000 bp	42326	MMseqs2	42248	99.8157	2821361
GCF_000195955.2	92	Query length: 2000 bp	66188	MMseqs2	66110	99.8822	4411532
GCF_000240185.1	92	Query length: 2000 bp	85290	MMseqs2	85175	99.8652	5682322
GCF_001457635.1	92	Query length: 2000 bp	31673	MMseqs2	31629	99.8611	2110968
GCF_008632635.1	92	Query length: 2000 bp	59718	MMseqs2	59607	99.8141	3980230
GCF_018885085.1	92	Query length: 2000 bp	61456	MMseqs2	61104	99.4272	4095894
GCF_022869705.1	92	Query length: 2000 bp	43012	MMseqs2	42996	99.9628	2866948
GCF_000005845.2	92	Query length: 2000 bp	69636	Minimap2	69633	99.9957	4641652
GCF_000006765.1	92	Query length: 2000 bp	93973	Minimap2	93971	99.9979	6264404
GCF_000006945.2	92	Query length: 2000 bp	74289	Minimap2	74285	99.9946	4951383
GCF_000013425.1	92	Query length: 2000 bp	42326	Minimap2	42325	99.9976	2821361
GCF_000195955.2	92	Query length: 2000 bp	66188	Minimap2	66187	99.9985	4411532
GCF_000240185.1	92	Query length: 2000 bp	85290	Minimap2	85262	99.9672	5682322
GCF_001457635.1	92	Query length: 2000 bp	31673	Minimap2	31672	99.9968	2110968
GCF_008632635.1	92	Query length: 2000 bp	59718	Minimap2	59712	99.9900	3980230
GCF_018885085.1	92	Query length: 2000 bp	61456	Minimap2	61353	99.8324	4095894
GCF_022869705.1	92	Query length: 2000 bp	43012	Minimap2	43010	99.9954	2866948
GCF_000005845.2	92	Query length: 2000 bp	69636	Ropebwt3	69540	99.8621	4641652
GCF_000006765.1	92	Query length: 2000 bp	93973	Ropebwt3	93679	99.6871	6264404
GCF_000006945.2	92	Query length: 2000 bp	74289	Ropebwt3	74043	99.6689	4951383
GCF_000013425.1	92	Query length: 2000 bp	42326	Ropebwt3	42253	99.8275	2821361
GCF_000195955.2	92	Query length: 2000 bp	66188	Ropebwt3	66112	99.8852	4411532
GCF_000240185.1	92	Query length: 2000 bp	85290	Ropebwt3	84937	99.5861	5682322
GCF_001457635.1	92	Query length: 2000 bp	31673	Ropebwt3	31384	99.0876	2110968
GCF_008632635.1	92	Query length: 2000 bp	59718	Ropebwt3	59336	99.3603	3980230
GCF_018885085.1	92	Query length: 2000 bp	61456	Ropebwt3	61091	99.4061	4095894
GCF_022869705.1	92	Query length: 2000 bp	43012	Ropebwt3	42888	99.7117	2866948
GCF_000005845.2	91	Query length: 250 bp	305255	Blastn	248898	81.5377	4641652
GCF_000006765.1	91	Query length: 250 bp	411906	Blastn	336218	81.6249	6264404
GCF_000006945.2	91	Query length: 250 bp	325897	Blastn	265581	81.4923	4951383
GCF_000013425.1	91	Query length: 250 bp	185343	Blastn	150396	81.1447	2821361
GCF_000195955.2	91	Query length: 250 bp	290636	Blastn	235871	81.1568	4411532
GCF_000240185.1	91	Query length: 250 bp	373886	Blastn	305435	81.6920	5682322
GCF_001457635.1	91	Query length: 250 bp	138799	Blastn	112901	81.3414	2110968
GCF_008632635.1	91	Query length: 250 bp	261363	Blastn	211289	80.8412	3980230
GCF_018885085.1	91	Query length: 250 bp	269253	Blastn	210943	78.3438	4095894
GCF_022869705.1	91	Query length: 250 bp	187998	Blastn	151219	80.4365	2866948
GCF_000005845.2	91	Query length: 250 bp	305255	Blastn(ws=15)	305228	99.9912	4641652
GCF_000006765.1	91	Query length: 250 bp	411906	Blastn(ws=15)	411865	99.9900	6264404
GCF_000006945.2	91	Query length: 250 bp	325897	Blastn(ws=15)	325845	99.9840	4951383
GCF_000013425.1	91	Query length: 250 bp	185343	Blastn(ws=15)	185302	99.9779	2821361
GCF_000195955.2	91	Query length: 250 bp	290636	Blastn(ws=15)	290387	99.9143	4411532
GCF_000240185.1	91	Query length: 250 bp	373886	Blastn(ws=15)	373838	99.9872	5682322
GCF_001457635.1	91	Query length: 250 bp	138799	Blastn(ws=15)	138778	99.9849	2110968
GCF_008632635.1	91	Query length: 250 bp	261363	Blastn(ws=15)	261318	99.9828	3980230
GCF_018885085.1	91	Query length: 250 bp	269253	Blastn(ws=15)	269023	99.9146	4095894
GCF_022869705.1	91	Query length: 250 bp	187998	Blastn(ws=15)	187955	99.9771	2866948
GCF_000005845.2	91	Query length: 250 bp	305255	COBS	108786	35.64	4641652
GCF_000006765.1	91	Query length: 250 bp	411906	COBS	156234	37.93	6264404
GCF_000006945.2	91	Query length: 250 bp	325897	COBS	120592	37.00	4951383
GCF_000013425.1	91	Query length: 250 bp	185343	COBS	68066	36.72	2821361
GCF_000195955.2	91	Query length: 250 bp	290636	COBS	106871	36.77	4411532
GCF_000240185.1	91	Query length: 250 bp	373886	COBS	133802	35.79	5682322
GCF_001457635.1	91	Query length: 250 bp	138799	COBS	45475	32.76	2110968
GCF_008632635.1	91	Query length: 250 bp	261363	COBS	96679	36.99	3980230
GCF_018885085.1	91	Query length: 250 bp	269253	COBS	97314	36.14	4095894
GCF_022869705.1	91	Query length: 250 bp	187998	COBS	69247	36.83	2866948
GCF_000005845.2	91	Query length: 250 bp	305255	LexicMap	264782	86.7412	4641652
GCF_000006765.1	91	Query length: 250 bp	411906	LexicMap	354768	86.1284	6264404
GCF_000006945.2	91	Query length: 250 bp	325897	LexicMap	282113	86.5651	4951383
GCF_000013425.1	91	Query length: 250 bp	185343	LexicMap	161396	87.0796	2821361
GCF_000195955.2	91	Query length: 250 bp	290636	LexicMap	251386	86.4951	4411532
GCF_000240185.1	91	Query length: 250 bp	373886	LexicMap	323382	86.4921	5682322
GCF_001457635.1	91	Query length: 250 bp	138799	LexicMap	120906	87.1087	2110968
GCF_008632635.1	91	Query length: 250 bp	261363	LexicMap	227201	86.9293	3980230
GCF_018885085.1	91	Query length: 250 bp	269253	LexicMap	233967	86.8949	4095894
GCF_022869705.1	91	Query length: 250 bp	187998	LexicMap	163659	87.0536	2866948
GCF_000005845.2	91	Query length: 250 bp	305255	MMseqs2	304291	99.6842	4641652
GCF_000006765.1	91	Query length: 250 bp	411906	MMseqs2	410305	99.6113	6264404
GCF_000006945.2	91	Query length: 250 bp	325897	MMseqs2	324499	99.5710	4951383
GCF_000013425.1	91	Query length: 250 bp	185343	MMseqs2	184160	99.3617	2821361
GCF_000195955.2	91	Query length: 250 bp	290636	MMseqs2	287491	98.9179	4411532
GCF_000240185.1	91	Query length: 250 bp	373886	MMseqs2	372428	99.6100	5682322
GCF_001457635.1	91	Query length: 250 bp	138799	MMseqs2	137839	99.3084	2110968
GCF_008632635.1	91	Query length: 250 bp	261363	MMseqs2	259754	99.3844	3980230
GCF_018885085.1	91	Query length: 250 bp	269253	MMseqs2	265899	98.7543	4095894
GCF_022869705.1	91	Query length: 250 bp	187998	MMseqs2	187393	99.6782	2866948
GCF_000005845.2	91	Query length: 250 bp	305255	Minimap2	290437	95.1457	4641652
GCF_000006765.1	91	Query length: 250 bp	411906	Minimap2	392359	95.2545	6264404
GCF_000006945.2	91	Query length: 250 bp	325897	Minimap2	310584	95.3013	4951383
GCF_000013425.1	91	Query length: 250 bp	185343	Minimap2	176948	95.4706	2821361
GCF_000195955.2	91	Query length: 250 bp	290636	Minimap2	275826	94.9043	4411532
GCF_000240185.1	91	Query length: 250 bp	373886	Minimap2	355420	95.0611	5682322
GCF_001457635.1	91	Query length: 250 bp	138799	Minimap2	132316	95.3292	2110968
GCF_008632635.1	91	Query length: 250 bp	261363	Minimap2	248852	95.2132	3980230
GCF_018885085.1	91	Query length: 250 bp	269253	Minimap2	255893	95.0381	4095894
GCF_022869705.1	91	Query length: 250 bp	187998	Minimap2	179656	95.5627	2866948
GCF_000005845.2	91	Query length: 250 bp	305255	Ropebwt3	301380	98.7306	4641652
GCF_000006765.1	91	Query length: 250 bp	411906	Ropebwt3	409226	99.3494	6264404
GCF_000006945.2	91	Query length: 250 bp	325897	Ropebwt3	322552	98.9736	4951383
GCF_000013425.1	91	Query length: 250 bp	185343	Ropebwt3	183843	99.1907	2821361
GCF_000195955.2	91	Query length: 250 bp	290636	Ropebwt3	287743	99.0046	4411532
GCF_000240185.1	91	Query length: 250 bp	373886	Ropebwt3	368214	98.4830	5682322
GCF_001457635.1	91	Query length: 250 bp	138799	Ropebwt3	136487	98.3343	2110968
GCF_008632635.1	91	Query length: 250 bp	261363	Ropebwt3	258337	98.8422	3980230
GCF_018885085.1	91	Query length: 250 bp	269253	Ropebwt3	265448	98.5868	4095894
GCF_022869705.1	91	Query length: 250 bp	187998	Ropebwt3	186071	98.9750	2866948
GCF_000005845.2	91	Query length: 500 bp	148568	Blastn	146344	98.5030	4641652
GCF_000006765.1	91	Query length: 500 bp	201156	Blastn	198159	98.5101	6264404
GCF_000006945.2	91	Query length: 500 bp	158269	Blastn	155782	98.4286	4951383
GCF_000013425.1	91	Query length: 500 bp	90350	Blastn	88841	98.3298	2821361
GCF_000195955.2	91	Query length: 500 bp	141395	Blastn	138688	98.0855	4411532
GCF_000240185.1	91	Query length: 500 bp	181919	Blastn	179302	98.5614	5682322
GCF_001457635.1	91	Query length: 500 bp	67582	Blastn	66513	98.4182	2110968
GCF_008632635.1	91	Query length: 500 bp	127167	Blastn	124992	98.2897	3980230
GCF_018885085.1	91	Query length: 500 bp	131190	Blastn	127755	97.3817	4095894
GCF_022869705.1	91	Query length: 500 bp	91788	Blastn	90075	98.1337	2866948
GCF_000005845.2	91	Query length: 500 bp	148568	Blastn(ws=15)	148552	99.9892	4641652
GCF_000006765.1	91	Query length: 500 bp	201156	Blastn(ws=15)	201142	99.9930	6264404
GCF_000006945.2	91	Query length: 500 bp	158269	Blastn(ws=15)	158253	99.9899	4951383
GCF_000013425.1	91	Query length: 500 bp	90350	Blastn(ws=15)	90333	99.9812	2821361
GCF_000195955.2	91	Query length: 500 bp	141395	Blastn(ws=15)	141369	99.9816	4411532
GCF_000240185.1	91	Query length: 500 bp	181919	Blastn(ws=15)	181903	99.9912	5682322
GCF_001457635.1	91	Query length: 500 bp	67582	Blastn(ws=15)	67571	99.9837	2110968
GCF_008632635.1	91	Query length: 500 bp	127167	Blastn(ws=15)	127151	99.9874	3980230
GCF_018885085.1	91	Query length: 500 bp	131190	Blastn(ws=15)	131166	99.9817	4095894
GCF_022869705.1	91	Query length: 500 bp	91788	Blastn(ws=15)	91769	99.9793	2866948
GCF_000005845.2	91	Query length: 500 bp	148568	COBS	58905	39.65	4641652
GCF_000006765.1	91	Query length: 500 bp	201156	COBS	85358	42.43	6264404
GCF_000006945.2	91	Query length: 500 bp	158269	COBS	65122	41.15	4951383
GCF_000013425.1	91	Query length: 500 bp	90350	COBS	36934	40.88	2821361
GCF_000195955.2	91	Query length: 500 bp	141395	COBS	58033	41.04	4411532
GCF_000240185.1	91	Query length: 500 bp	181919	COBS	72253	39.72	5682322
GCF_001457635.1	91	Query length: 500 bp	67582	COBS	23946	35.43	2110968
GCF_008632635.1	91	Query length: 500 bp	127167	COBS	52106	40.97	3980230
GCF_018885085.1	91	Query length: 500 bp	131190	COBS	52196	39.79	4095894
GCF_022869705.1	91	Query length: 500 bp	91788	COBS	38098	41.51	2866948
GCF_000005845.2	91	Query length: 500 bp	148568	LexicMap	147572	99.3296	4641652
GCF_000006765.1	91	Query length: 500 bp	201156	LexicMap	199640	99.2464	6264404
GCF_000006945.2	91	Query length: 500 bp	158269	LexicMap	157176	99.3094	4951383
GCF_000013425.1	91	Query length: 500 bp	90350	LexicMap	89752	99.3381	2821361
GCF_000195955.2	91	Query length: 500 bp	141395	LexicMap	140385	99.2857	4411532
GCF_000240185.1	91	Query length: 500 bp	181919	LexicMap	180654	99.3046	5682322
GCF_001457635.1	91	Query length: 500 bp	67582	LexicMap	67178	99.4022	2110968
GCF_008632635.1	91	Query length: 500 bp	127167	LexicMap	126384	99.3843	3980230
GCF_018885085.1	91	Query length: 500 bp	131190	LexicMap	130317	99.3346	4095894
GCF_022869705.1	91	Query length: 500 bp	91788	LexicMap	91183	99.3409	2866948
GCF_000005845.2	91	Query length: 500 bp	148568	MMseqs2	148438	99.9125	4641652
GCF_000006765.1	91	Query length: 500 bp	201156	MMseqs2	200914	99.8797	6264404
GCF_000006945.2	91	Query length: 500 bp	158269	MMseqs2	157985	99.8206	4951383
GCF_000013425.1	91	Query length: 500 bp	90350	MMseqs2	90046	99.6635	2821361
GCF_000195955.2	91	Query length: 500 bp	141395	MMseqs2	140869	99.6280	4411532
GCF_000240185.1	91	Query length: 500 bp	181919	MMseqs2	181600	99.8246	5682322
GCF_001457635.1	91	Query length: 500 bp	67582	MMseqs2	67379	99.6996	2110968
GCF_008632635.1	91	Query length: 500 bp	127167	MMseqs2	126706	99.6375	3980230
GCF_018885085.1	91	Query length: 500 bp	131190	MMseqs2	130150	99.2073	4095894
GCF_022869705.1	91	Query length: 500 bp	91788	MMseqs2	91679	99.8812	2866948
GCF_000005845.2	91	Query length: 500 bp	148568	Minimap2	148397	99.8849	4641652
GCF_000006765.1	91	Query length: 500 bp	201156	Minimap2	201147	99.9955	6264404
GCF_000006945.2	91	Query length: 500 bp	158269	Minimap2	158217	99.9671	4951383
GCF_000013425.1	91	Query length: 500 bp	90350	Minimap2	90339	99.9878	2821361
GCF_000195955.2	91	Query length: 500 bp	141395	Minimap2	141077	99.7751	4411532
GCF_000240185.1	91	Query length: 500 bp	181919	Minimap2	181486	99.7620	5682322
GCF_001457635.1	91	Query length: 500 bp	67582	Minimap2	67561	99.9689	2110968
GCF_008632635.1	91	Query length: 500 bp	127167	Minimap2	127002	99.8702	3980230
GCF_018885085.1	91	Query length: 500 bp	131190	Minimap2	130503	99.4763	4095894
GCF_022869705.1	91	Query length: 500 bp	91788	Minimap2	91738	99.9455	2866948
GCF_000005845.2	91	Query length: 500 bp	148568	Ropebwt3	147239	99.1055	4641652
GCF_000006765.1	91	Query length: 500 bp	201156	Ropebwt3	200075	99.4626	6264404
GCF_000006945.2	91	Query length: 500 bp	158269	Ropebwt3	156986	99.1894	4951383
GCF_000013425.1	91	Query length: 500 bp	90350	Ropebwt3	89811	99.4034	2821361
GCF_000195955.2	91	Query length: 500 bp	141395	Ropebwt3	140372	99.2765	4411532
GCF_000240185.1	91	Query length: 500 bp	181919	Ropebwt3	179541	98.6928	5682322
GCF_001457635.1	91	Query length: 500 bp	67582	Ropebwt3	66605	98.5543	2110968
GCF_008632635.1	91	Query length: 500 bp	127167	Ropebwt3	125915	99.0155	3980230
GCF_018885085.1	91	Query length: 500 bp	131190	Ropebwt3	129593	98.7827	4095894
GCF_022869705.1	91	Query length: 500 bp	91788	Ropebwt3	91064	99.2112	2866948
GCF_000005845.2	91	Query length: 1000 bp	46415	Blastn	46398	99.9634	4641652
GCF_000006765.1	91	Query length: 1000 bp	62643	Blastn	62629	99.9777	6264404
GCF_000006945.2	91	Query length: 1000 bp	49517	Blastn	49509	99.9838	4951383
GCF_000013425.1	91	Query length: 1000 bp	28212	Blastn	28202	99.9646	2821361
GCF_000195955.2	91	Query length: 1000 bp	44119	Blastn	44068	99.8844	4411532
GCF_000240185.1	91	Query length: 1000 bp	56821	Blastn	56806	99.9736	5682322
GCF_001457635.1	91	Query length: 1000 bp	21108	Blastn	21101	99.9668	2110968
GCF_008632635.1	91	Query length: 1000 bp	39800	Blastn	39790	99.9749	3980230
GCF_018885085.1	91	Query length: 1000 bp	40958	Blastn	40932	99.9365	4095894
GCF_022869705.1	91	Query length: 1000 bp	28668	Blastn	28653	99.9477	2866948
GCF_000005845.2	91	Query length: 1000 bp	46415	Blastn(ws=15)	46409	99.9871	4641652
GCF_000006765.1	91	Query length: 1000 bp	62643	Blastn(ws=15)	62639	99.9936	6264404
GCF_000006945.2	91	Query length: 1000 bp	49517	Blastn(ws=15)	49513	99.9919	4951383
GCF_000013425.1	91	Query length: 1000 bp	28212	Blastn(ws=15)	28209	99.9894	2821361
GCF_000195955.2	91	Query length: 1000 bp	44119	Blastn(ws=15)	44118	99.9977	4411532
GCF_000240185.1	91	Query length: 1000 bp	56821	Blastn(ws=15)	56816	99.9912	5682322
GCF_001457635.1	91	Query length: 1000 bp	21108	Blastn(ws=15)	21104	99.9810	2110968
GCF_008632635.1	91	Query length: 1000 bp	39800	Blastn(ws=15)	39796	99.9899	3980230
GCF_018885085.1	91	Query length: 1000 bp	40958	Blastn(ws=15)	40957	99.9976	4095894
GCF_022869705.1	91	Query length: 1000 bp	28668	Blastn(ws=15)	28665	99.9895	2866948
GCF_000005845.2	91	Query length: 1000 bp	46415	COBS	19099	41.15	4641652
GCF_000006765.1	91	Query length: 1000 bp	62643	COBS	28523	45.53	6264404
GCF_000006945.2	91	Query length: 1000 bp	49517	COBS	21657	43.74	4951383
GCF_000013425.1	91	Query length: 1000 bp	28212	COBS	12028	42.63	2821361
GCF_000195955.2	91	Query length: 1000 bp	44119	COBS	19098	43.29	4411532
GCF_000240185.1	91	Query length: 1000 bp	56821	COBS	23744	41.79	5682322
GCF_001457635.1	91	Query length: 1000 bp	21108	COBS	7380	34.96	2110968
GCF_008632635.1	91	Query length: 1000 bp	39800	COBS	17213	43.25	3980230
GCF_018885085.1	91	Query length: 1000 bp	40958	COBS	17229	42.07	4095894
GCF_022869705.1	91	Query length: 1000 bp	28668	COBS	12621	44.02	2866948
GCF_000005845.2	91	Query length: 1000 bp	46415	LexicMap	46411	99.9914	4641652
GCF_000006765.1	91	Query length: 1000 bp	62643	LexicMap	62635	99.9872	6264404
GCF_000006945.2	91	Query length: 1000 bp	49517	LexicMap	49515	99.9960	4951383
GCF_000013425.1	91	Query length: 1000 bp	28212	LexicMap	28210	99.9929	2821361
GCF_000195955.2	91	Query length: 1000 bp	44119	LexicMap	44116	99.9932	4411532
GCF_000240185.1	91	Query length: 1000 bp	56821	LexicMap	56818	99.9947	5682322
GCF_001457635.1	91	Query length: 1000 bp	21108	LexicMap	21106	99.9905	2110968
GCF_008632635.1	91	Query length: 1000 bp	39800	LexicMap	39797	99.9925	3980230
GCF_018885085.1	91	Query length: 1000 bp	40958	LexicMap	40955	99.9927	4095894
GCF_022869705.1	91	Query length: 1000 bp	28668	LexicMap	28666	99.9930	2866948
GCF_000005845.2	91	Query length: 1000 bp	46415	MMseqs2	46394	99.9548	4641652
GCF_000006765.1	91	Query length: 1000 bp	62643	MMseqs2	62585	99.9074	6264404
GCF_000006945.2	91	Query length: 1000 bp	49517	MMseqs2	49435	99.8344	4951383
GCF_000013425.1	91	Query length: 1000 bp	28212	MMseqs2	28142	99.7519	2821361
GCF_000195955.2	91	Query length: 1000 bp	44119	MMseqs2	44024	99.7847	4411532
GCF_000240185.1	91	Query length: 1000 bp	56821	MMseqs2	56745	99.8662	5682322
GCF_001457635.1	91	Query length: 1000 bp	21108	MMseqs2	21063	99.7868	2110968
GCF_008632635.1	91	Query length: 1000 bp	39800	MMseqs2	39677	99.6910	3980230
GCF_018885085.1	91	Query length: 1000 bp	40958	MMseqs2	40668	99.2920	4095894
GCF_022869705.1	91	Query length: 1000 bp	28668	MMseqs2	28653	99.9477	2866948
GCF_000005845.2	91	Query length: 1000 bp	46415	Minimap2	46392	99.9504	4641652
GCF_000006765.1	91	Query length: 1000 bp	62643	Minimap2	62642	99.9984	6264404
GCF_000006945.2	91	Query length: 1000 bp	49517	Minimap2	49509	99.9838	4951383
GCF_000013425.1	91	Query length: 1000 bp	28212	Minimap2	28211	99.9965	2821361
GCF_000195955.2	91	Query length: 1000 bp	44119	Minimap2	44065	99.8776	4411532
GCF_000240185.1	91	Query length: 1000 bp	56821	Minimap2	56749	99.8733	5682322
GCF_001457635.1	91	Query length: 1000 bp	21108	Minimap2	21106	99.9905	2110968
GCF_008632635.1	91	Query length: 1000 bp	39800	Minimap2	39792	99.9799	3980230
GCF_018885085.1	91	Query length: 1000 bp	40958	Minimap2	40791	99.5923	4095894
GCF_022869705.1	91	Query length: 1000 bp	28668	Minimap2	28664	99.9860	2866948
GCF_000005845.2	91	Query length: 1000 bp	46415	Ropebwt3	46212	99.5626	4641652
GCF_000006765.1	91	Query length: 1000 bp	62643	Ropebwt3	62402	99.6153	6264404
GCF_000006945.2	91	Query length: 1000 bp	49517	Ropebwt3	49214	99.3881	4951383
GCF_000013425.1	91	Query length: 1000 bp	28212	Ropebwt3	28123	99.6845	2821361
GCF_000195955.2	91	Query length: 1000 bp	44119	Ropebwt3	43971	99.6645	4411532
GCF_000240185.1	91	Query length: 1000 bp	56821	Ropebwt3	56321	99.1200	5682322
GCF_001457635.1	91	Query length: 1000 bp	21108	Ropebwt3	20885	98.9435	2110968
GCF_008632635.1	91	Query length: 1000 bp	39800	Ropebwt3	39474	99.1809	3980230
GCF_018885085.1	91	Query length: 1000 bp	40958	Ropebwt3	40515	98.9184	4095894
GCF_022869705.1	91	Query length: 1000 bp	28668	Ropebwt3	28540	99.5535	2866948
GCF_000005845.2	91	Query length: 2000 bp	69638	Blastn	69633	99.9928	4641652
GCF_000006765.1	91	Query length: 2000 bp	93974	Blastn	93971	99.9968	6264404
GCF_000006945.2	91	Query length: 2000 bp	74290	Blastn	74283	99.9906	4951383
GCF_000013425.1	91	Query length: 2000 bp	42330	Blastn	42326	99.9906	2821361
GCF_000195955.2	91	Query length: 2000 bp	66179	Blastn	66170	99.9864	4411532
GCF_000240185.1	91	Query length: 2000 bp	85289	Blastn	85278	99.9871	5682322
GCF_001457635.1	91	Query length: 2000 bp	31673	Blastn	31673	100.0000	2110968
GCF_008632635.1	91	Query length: 2000 bp	59715	Blastn	59706	99.9849	3980230
GCF_018885085.1	91	Query length: 2000 bp	61450	Blastn	61439	99.9821	4095894
GCF_022869705.1	91	Query length: 2000 bp	43013	Blastn	43003	99.9768	2866948
GCF_000005845.2	91	Query length: 2000 bp	69638	Blastn(ws=15)	69633	99.9928	4641652
GCF_000006765.1	91	Query length: 2000 bp	93974	Blastn(ws=15)	93973	99.9989	6264404
GCF_000006945.2	91	Query length: 2000 bp	74290	Blastn(ws=15)	74283	99.9906	4951383
GCF_000013425.1	91	Query length: 2000 bp	42330	Blastn(ws=15)	42326	99.9906	2821361
GCF_000195955.2	91	Query length: 2000 bp	66179	Blastn(ws=15)	66175	99.9940	4411532
GCF_000240185.1	91	Query length: 2000 bp	85289	Blastn(ws=15)	85278	99.9871	5682322
GCF_001457635.1	91	Query length: 2000 bp	31673	Blastn(ws=15)	31673	100.0000	2110968
GCF_008632635.1	91	Query length: 2000 bp	59715	Blastn(ws=15)	59709	99.9900	3980230
GCF_018885085.1	91	Query length: 2000 bp	61450	Blastn(ws=15)	61440	99.9837	4095894
GCF_022869705.1	91	Query length: 2000 bp	43013	Blastn(ws=15)	43004	99.9791	2866948
GCF_000005845.2	91	Query length: 2000 bp	69638	COBS	29714	42.67	4641652
GCF_000006765.1	91	Query length: 2000 bp	93974	COBS	45449	48.36	6264404
GCF_000006945.2	91	Query length: 2000 bp	74290	COBS	34338	46.22	4951383
GCF_000013425.1	91	Query length: 2000 bp	42330	COBS	19102	45.13	2821361
